Country.Code,Country.Name,Education.Level.PC1,Education.Level.PC2,EG_ELC_ACCS_ZS,EN_POP_SLUM_UR_ZS,FB_ATM_TOTL_P5,IC_ELC_TIME,IC_FRM_ISOC_ZS,IC_TAX_TOTL_CP_ZS,IQ_WEF_PORT_XQ,IT_NET_USER_P2,SE_ADT_1524_LT_MA_ZS,SE_XPD_TOTL_GD_ZS,SG_VAW_BURN_ZS,SH_DYN_AIDS_ZS,SH_DYN_MORT,SH_MED_PHYS_ZS,SH_TBS_PREV,SH_XPD_PCAP,SL_EMP_TOTL_SP_ZS,SL_TLF_SECO_ZS,SL_TLF_TOTL_IN,SN_ITK_DEFC_ZS,SP_POP_DPND,TM_TAX_MANF_SM_FN_ZS,UIS_EA_2_AG25T99,UIS_PTRHC_2,UIS_PTRHC_3,UIS_PTRHC_56,School.Years.PC1,School.Years.PC2,Edu.Literacy.PC1,Edu.Literacy.PC2,Pupils.Teacher.PC1,Pupils.Teacher.PC2,Cluster
AFG,Afghanistan,-1.26406398289368e-016,2.02413491694831e-016,43,62.7,0.802081543,114,22.1,36.3,4.08418031936923,6.39,69.59093,4.6191,9.45344827586207,0.1,91.1,0.266,340,56.57452735,43.40000153,36.7028846604423,8334374,26.8,89.77377698,5.85,17.2916997526606,45.04142,30.74908,31.89532,-8.96566338700402,-1.26787061377732,-7.36538855449425,0.916068226254253,-4.00211637285405,0.345348259864099,1
BDI,Burundi,-1.26406398289368e-016,2.02413491694831e-016,6.5,57.9,1.398660325,158,10.6,40.3,2.780635781,1.38,87.39075,5.41475,25,1.1,81.7,0.028,195,21.55325396,77,36.7028846604423,4952060,13.7244444444444,89.07516976,11.35,17.2916997526606,42.50685,26.20684,14.67375,-8.60105309436434,-1.31904139925728,-0.158902324503848,-0.377224519019701,-2.63190665480632,1.60521452829257,1
BEN,Benin,-2.74307637362012,1.43175597022239,38.4,61.5,4.329718565,90,8.9,63.3,3.358208895,5.3,62.58466,4.7956,6,1.1,99.5,0.059,89,37.88944806,72.19999695,36.7028846604423,4444955,7.5,83.01346861,11.87,17.2916997526606,11.01843,7.69833,17.25623,-7.7365782416872,-0.346426200599773,-7.83030911386107,0.621733545333426,1.38837230783596,-0.480983061659049,1
BGD,Bangladesh,-3.62915296912602,1.52277094749073,59.6,55.1,9.236862234,428.9,14.3,31.6,3.558376581,9.6,80.61053,1.96616,4.3,0.1,37.6,0.356,404,30.83346991,67.80000305,36.7028846604423,78976778,16.4,53.68590411,14.52,9.5863,36.87466,33.24147,23.08715,-4.33995496078256,0.930124448319461,-2.14236335333586,-2.13252096538115,-3.33915415461599,1.08133322163505,1
BWA,Botswana,-1.26406398289368e-016,2.02413491694831e-016,53.24,59.2,30.28354068,77,21.3,25.1,2.715542638,18.5,96.14773,9.63293,9.45344827586207,25.2,43.6,0.336,354,385.314097,62.79999924,17.5,1155963,24.1,55.60051588,8.08,17.2916997526606,18.1653428099174,15.549878907563,18.63335,0.82709294205109,2.06210785589108,1.05625873488276,-0.516989540276045,7.51620089401094e-003,0.01661559760041,1
CAF,Central African Republic,-1.26406398289368e-016,2.02413491694831e-016,10.8,93.3,1.079971532,98,37,73.3,4.08418031936923,4.03,48.8571,1.22862,9.45344827586207,4.3,130.1,0.048,435,15.5874302,72.90000153,36.7028846604423,2291727,47.7,76.23280568,17.39,17.2916997526606,18.1653428099174,15.549878907563,34.60677,-8.0834486572236,-1.61706382149417,-9.74101550300876,1.6154653238446,-0.655166217025454,-1.4483351864838,1
CIV,"Cote d'Ivoire",-1.26406398289368e-016,2.02413491694831e-016,55.8,56,5.881447799,55,4.3,51.9,5.234129965,14.6,59.6092,4.71947,16.4,3.5,92.6,0.144,215,88.37029761,64.59999847,36.7028846604423,8540700,13.3,84.3652116,11.87,17.2916997526606,34.32982,20.60998,9.05427,-7.05183714953338,-0.64331982694626,-7.72728996235651,0.708641672586208,-1.24316749390461,1.59613434471605,1
CMR,Cameroon,-1.26406398289368e-016,2.02413491694831e-016,53.7,37.8,3.521575584,64,20.4,48.8,3.276135193,11,87.11932,3.02834,13.6,4.8,87.9,0.077,266,58.6522027,67.30000305,36.7028846604423,9176788,9.9,85.11251799,17.47,17.2916997526606,19.73618,19.26365,52.02621,-4.43536979252144,5.67346407398572e-002,-1.51749098707606,5.73791521091549e-002,-1.87949285117424,-2.79760090461285,1
COG,"Congo, Rep.",-1.26406398289368e-016,2.02413491694831e-016,41.6,46.9,3.83447135,135,19.6,56,4.08418031936923,7.11,85.68361,6.22079,9.45344827586207,2.8,45,0.095,461,161.6386006,66.09999847,36.7028846604423,1827861,30.5,86.07687167,17.34,17.2916997526606,19.5078,16.8374,12.25985,-4.58636959967444,-0.30657959346938,-1.49797052780748,0.509829686887107,4.31367252716264e-002,0.707858130099221,1
GHA,Ghana,-2.32050018756196,0.621853916225929,64.06256,37.9,8.19539136,79,9.2,32.7,3.503800139,18.9,91.32188,5.93355,7.4,1.5,61.6,0.096,282,57.89263246,67.80000305,17.39999962,11372106,5,73.43398487,12.34,33.75565,15.3958,19.50429,29.61281,-2.68901700065125,0.528765078105284,-0.586827934332908,-0.443507471519533,-0.67661462705411,-0.840820161606715,1
GMB,"Gambia, The",-1.26406398289368e-016,2.02413491694831e-016,34.5268,34.8,50.9996215896643,78,22.2,63.3,4.116887355,15.56,75.55352,2.80663,10.6,1.8,68.9,0.038,126,30.72368182,72,36.7028846604423,801157,5.3,94.7589251,13.79,17.2916997526606,27.70799,15.549878907563,10.26452,-8.19040106938313,-0.49238618366423,-3.85086417926291,-1.0634441523502,-0.301625511387595,1.03092343522363,1
HTI,Haiti,-1.26406398289368e-016,2.02413491694831e-016,37.9,74.4,50.9996215896643,60,18.6212962962963,40.3,2.561020059,11.4,82.55409,1.07399,3.6,1.9,69,0.25,244,107.5040316,61.5,36.7028846604423,4594342,53.4,63.22449003,4.55,17.2916997526606,18.1653428099174,15.549878907563,14.0661,-6.46632096103353,-0.852338886049167,-2.54172043597385,-1.35414125289953,0.196995740857442,0.43548622571941,1
KEN,Kenya,-3.32562038383286,0.475240667676878,23,56,10.19693071,110,22.1,37.1,4.150855252,43.4,85.20513,5.50822,7,5.3,49.4,0.198,266,77.69658603,61.20000076,36.7028846604423,17500228,21.2,81.42813219,11.47,6.92217,56.57381,32.30515,18.8145219014085,-4.57205102135101,-4.1813993905781e-002,-0.83988225227283,-0.850276065980636,-4.41755141179055,1.93027391241914,1
KHM,Cambodia,-3.72054138747187,1.00655652190871,31.1,55.1,10.70651108,179,9.5,21,3.705970262,9,91.10519,2.60388,11.7,0.6,28.7,0.169,668,61.28475128,82.19999695,20.5,8623857,14.2,55.80955703,10.61,9.22801,19.7956,25.33049,20.7494,-6.50453181045332,-0.741158991750368,-0.35813376277744,-0.625148865902971,-1.2290205843102,0.411651593005056,1
LAO,Lao PDR,-1.26406398289368e-016,2.02413491694831e-016,70,31.4,17.41098236,134,11.6,25.3,2.178439316,14.26,93.0992,4.17047,9.45344827586207,0.3,66.7,0.182,464,32.56967352,76.69999695,36.7028846604423,3377525,18.5,63.59956711,8.17,17.2916997526606,17.99223,18.87236,13.39215,-6.10534639113034,-0.572173542776552,-0.508899982011588,0.243098196232421,-0.115278879583738,0.678614947922631,1
LBR,Liberia,-1.26406398289368e-016,2.02413491694831e-016,9.8,65.7,1.78355279,465,2.4,47.8,3.599999905,5.41,64.66008,2.82069,7.4,1.2,69.9,0.014,510,46.27042196,59.29999924,36.7028846604423,1554233,31.9,83.93230002,10.15,17.2916997526606,13.75804,17.2592,21.63856,-7.6059461340875,-1.51663816034004,-6.95567323194187,1.13124485084377,4.80470543044377e-003,-0.27739021482211,1
LSO,Lesotho,-4.05442786383464,1.47954152225101,20.56256,50.8,11.24100719,114,24.7,13.6,2.706375655,11,76.98445,12.98201,6.3,23.4,90.2,0.049,671,105.1127528,48.90000153,36.7028846604423,889178,11.2,68.04034185,8.08,7.06205,18.1653428099174,15.549878907563,29.28483,-3.24209692459777,-0.988901543380319,-0.299614215299489,-3.16849291398109,-0.434377177031369,-0.96025059496557,1
MLI,Mali,-3.82329166907377,0.899664041545464,25.6,56.3,4.26123852,120,24.8,48.3,2.494941214,7,61.46402,4.33446,26.3,1.4,114.7,0.083,91,47.76513899,60.70000076,36.7028846604423,5924862,5,100.3874277,11.87,2.97036,29.54108,10.83247,52.41272,-9.80262480312282,-2.4268239499173,-7.45939016584744,-0.174520972060431,-1.67630248008048,-3.05095880874231,1
MMR,Myanmar,-1.26406398289368e-016,2.02413491694831e-016,52.36256,41,1.556402344,77,1.7,31.4,2.62268482,2.1,96.33384,1.20248,9.45344827586207,0.7,50,0.612,457,20.28780579,76,36.7028846604423,30217049,14.2,49.9231617,5.2,17.2916997526606,35.72074,22.73771,25.2772,-5.69018019781652,0.333408873007401,1.16997469665599,0.118838434486905,-2.2373801325601,0.263256717698255,1
MOZ,Mozambique,-1.26406398289368e-016,2.02413491694831e-016,20.2,80.3,9.106682123,91,18.7,36.1,3.602159638,5.94,83.66577,6.71555,6.4,10.6,78.5,0.04,554,41.99657338,65.09999847,36.7028846604423,12471084,25.3,95.51342334,9.64,17.2916997526606,33.89333,23.91423,15.22838,-10.575376237188,-2.22199850566828,-3.54980681270333,0.395346169259056,-1.81949749789805,1.20338445270898,1
MRT,Mauritania,-1.26406398289368e-016,2.02413491694831e-016,21.76256,79.9,7.725474229,70,16.2,71.3,2.702978218,10.7,70.04367,3.27544,9.45344827586207,0.7,84.7,0.068366504,182,48.83750877,37.29999924,36.7028846604423,1280621,5.6,76.84119319,12.15,17.2916997526606,56.59395,24.38188,42.95313,-7.00286801460703,-0.486709365934621,-5.56691126331864,0.27476848022911,-4.58059808797913,-0.726077296505735,1
MWI,Malawi,-4.93618937566174,1.87754037790992,9.8,66.7,4.852664356,127,18.8,34.5,2.203982791,5.83,74.92393,6.87791,4.5,10,64,0.019,334,24.39483667,76.80000305,36.7028846604423,7571373,20.7,95.22118184,11.49,3.36006,18.1653428099174,15.549878907563,13.60424,-6.6765222454928,-0.433234326614692,-2.73139365069721,-1.31076758584813,0.216156728394256,0.477844228522638,1
NAM,Namibia,-3.67193815588209,1.42946227726723,47.26256,33.2,53.68179177,37,8.3,21.3,5.178322257,14.84,86.45379,8.3505,10,16,45.4,0.374,627,499.0156838,48.40000153,23.39999962,901859,42.3,67.84551991,8.08,10.63163,24.6368,20.86442,16.36794,-3.111167593519,-0.873042024877718,-4.13337736996549e-002,-1.43732615146241,-0.906875716405914,0.688936781163176,1
NER,Niger,-1.26406398289368e-016,2.02413491694831e-016,14.4,70.1,1.292284533,115,4.6,48.2,4.08418031936923,1.95,36.43357,6.77798,34.6,0.5,95.5,0.019,155,24.39611462,61.40000153,0.5,6132741,9.5,112.6829095,11.87,17.2916997526606,32.74575,20.12336,12.33088,-10.6353688686097,-2.52961472469417,-12.4061771151024,1.25181298275827,-1.2185761397264,1.22745183415243,1
NPL,Nepal,-1.26406398289368e-016,2.02413491694831e-016,76.3,54.3,8.875449877,70,8.2,29.5,1.561029429,15.44,92.58803,4.72197,0.1,0.2,35.8,0.209,215,39.86817954,81,10,15584793,7.8,63.67516653,12.21,17.2916997526606,35.05985,22.79732,60.00969,-7.73142947355644,6.37311538180625e-002,-1.57355294070778,-0.413645878363331,-3.63917444710786,-2.9358799513309,1
PAK,Pakistan,-2.60377287881124,-0.612410118670056,93.6,45.5,7.325158128,178.3,35.8,32.6,4.079903429,13.8,81.46049,2.45459,18.4,0.1,81.1,0.827,341,36.15485065,51.70000076,11.60000038,65361409,22,65.78209727,14.07,9.32585,17.70858,21.67129,22.04657,-6.68131620721493,-0.373686440121383,-3.66335053945055,0.132836483215082,-0.751463113140192,3.40860781303478e-002,1
PNG,Papua New Guinea,-1.26406398289368e-016,2.02413491694831e-016,18.10671,39.4148148148148,8.174924883,66,18.6212962962963,39.3,4.08418031936923,9.38,66.30019,7.38971,9.45344827586207,0.7,57.3,0.058,529,92.35819164,70.40000153,36.7028846604423,3365826,13.7244444444444,68.07393781,3.16,17.2916997526606,18.1653428099174,15.549878907563,9.31865,-7.27505812821959,-0.929039330508758,-2.53836238896141,-3.46885161446505,0.393951160858404,0.870883316630473,1
RWA,Rwanda,-5.62808709415862,-2.01770218393883,18,53.2,5.264096437,34,11.7,33,3.335622747,10.6,78.46829,5.02795,8.9,2.8,41.7,0.056,85,52.48366269,85.19999695,4.5,5694092,31.6,79.09514627,11.35,3.65344,22.59902,22.61891,25.80991,-7.40582907544901,-0.179817693254932,-1.79956368546923,-1.59459182345322,-1.34438756018296,-0.131590352218209,1
SDN,Sudan,-1.26406398289368e-016,2.02413491694831e-016,32.56256,91.6,4.230590563,70,7,45.4,4.08418031936923,24.64,91.29205,2.21868,9.45344827586207,0.2,70.1,0.28,151,129.8438771,45.70000076,36.7028846604423,12474754,13.7244444444444,79.0376613,19.13,17.2916997526606,18.1653428099174,15.549878907563,46.40313,-8.46259355512876,-1.65473310399614,-0.786506502505733,-0.205697221463643,-1.14455673999727,-2.53020036196529,1
SEN,Senegal,-5.46419961541791,-1.35195004385688,56.5,39.4,4.821965518,81,9.3,47.3,4.134449688,17.7,75.91344,5.59998,20.1,0.5,47.2,0.059,205,49.53139304,69,36.7028846604423,6316988,10,87.80904211,11.87,5.20607,34.78689,25.1471,30.5844,-9.05213768045727,-1.80913911476887,-4.42639468883225,5.84604516863572e-002,-2.64869311926719,-0.112891293797178,1
SLE,Sierra Leone,-1.26406398289368e-016,2.02413491694831e-016,14.2,75.6,0.401917039,82,13.8,31,2.828092846,2.1,75.84155,2.72976,18.3,1.4,120.4,0.022,441,85.90729075,65.09999847,36.7028846604423,2440884,22.3,82.92506812,11.59,17.2916997526606,19.83891,22.50521,7.54674,-7.96653744204815,-0.479574774511545,-5.39989704997526,0.226875762421004,-0.38482230690009,1.46561856887369,1
SWZ,Swaziland,-1.26406398289368e-016,2.02413491694831e-016,42,32.7,32.07532397,137,22.1,34.7,3.448592603,27.1,93.53128,8.63695,2.9,27.7,60.7,0.17,605,247.8964248,44.79999924,36.7028846604423,457000,26.8,69.85812945,8.08,17.2916997526606,19.32175,12.55396,17.55338,-6.36918822897778,-6.11071939752983e-002,0.675280628858816,-0.493429997763596,0.290313263606136,-2.1966802886386e-002,1
TGO,Togo,-3.54650394333285,1.46420806925416,31.46256,51.2,4.818009163,51,6.6,48.5,4.08418031936923,5.7,88.88323,4.83798,11.2,2.4,78.4,0.053,81,33.89092289,75.40000153,36.7028846604423,3318091,11.4,82.43086183,11.87,17.97651,33.93276,16.20854,24.43975,-6.08922846480996,0.671108040465509,-1.97645561073672,-7.95512176517224e-002,-1.38765174019112,-7.12970121114271e-002,1
TZA,Tanzania,-5.17655466300099,1.82195097378902,15.3,50.7,5.744827398,109,17.6,43.9,3.380111122,4.86,87.44783,3.48143,17.8,5.3,48.7,0.031,528,51.71747631,86.30000305,36.7028846604423,25284702,32.1,93.92429103,11.35,7.63064,18.1653428099174,15.549878907563,34.44989,-4.94006962247932,0.148308364283171,-0.585884568852947,-0.485057978882308,-0.64865780381631,-1.43394744240601,1
UGA,Uganda,-5.26206954947591,0.503758459004416,18.16256,53.6,4.227783433,86,11.6,36.5,2.533933393,17.71,87.42644,2.20093,17.1,7.3,54.6,0.117,159,52.29424027,74.5,3.5,15111603,25.5,103.3530759,11.34,12.17431,19.01322,18.01159,24.47362,-5.0994322953869,-0.603181690263887,-1.08695063164662,-0.647779757116587,-0.554003202449899,-0.359417156933284,1
YEM,"Yemen, Rep.",-1.26406398289368e-016,2.02413491694831e-016,48.40671,60.8,4.896862488,110,4.9,33.1,2.6,22.55,97.5501,4.5606,9.7,0.1,41.9,0.197,63,79.93696624,40.5,2,7628379,26.1,76.64426788,6.01,17.2916997526606,11.09061,24.17273,32.21479,-9.28246815025364,-0.383396985003852,-1.44370307497468,0.976524695305692,-0.983249984028995,-0.929727290931312,1
ZAR,"Congo, Dem. Rep.",-1.26406398289368e-016,2.02413491694831e-016,16.4,74.8,1.143968098,56,13.3,54.6,4.08418031936923,3,91.59913,2.24475,24.4,1,98.3,0.107,532,11.63902687,66.19999695,36.7028846604423,29023417,13.7244444444444,96.56541344,11.13,17.2916997526606,18.1653428099174,15.549878907563,15.3402,-8.18181581000766,-1.95930804808548,-1.22484637390693,0.809340779847384,0.144137701147024,0.318636246566437,1
ZMB,Zambia,-1.26406398289368e-016,2.02413491694831e-016,22.06256,54,9.58545608,117,15.5,18.6,2.178387154,17.34,69.42641,1.09972,23.5,12.4,64,0.173,436,85.85307416,68.69999695,36.7028846604423,6720673,47.8,96.12216519,11.76,17.2916997526606,47.94506,15.549878907563,13.11847,-2.86642827006169,0.582843951592549,-4.11188727506653,-0.399973556519685,-1.81191587046322,1.29254437021295,1
ZWE,Zimbabwe,-2.61102740353673,-0.718713926688219,40.46256,25.1,5.296573319,106,18,32.8,3.244776683,19.89,89.95997,1.9661,7.5,16.7,70.7,0.083,292,57.71045218,82,36.7028846604423,7721545,33.4,80.45643864,13.09,49.67546,18.1653428099174,15.549878907563,16.99747,-2.18465067268516,0.649075824630944,0.385414298735221,-0.66546164488067,7.53832521470359e-002,0.166645064594183,1
BHR,Bahrain,-1.4304802423235,-3.14956989144358,97.69783,39.4148148148148,50.9996215896643,85,18.6212962962963,13.5,5.398831135,90.99998,99.77859,2.6447,9.45344827586207,2.71460674157303,6.2,0.915,18,1242.844177,67.19999695,9.600000381,750065,13.7244444444444,30.85804823,4.63,12.78052,10.85485,8.99816,17.48142,-2.66653152008131,1.25022557597497,1.64624459254434,0.257964291502997,1.25251527788801,-0.433178248540812,2
BLZ,Belize,-0.900407714936836,0.290120373376783,100,10.8,42.39402598,66,0.7,31.1,3.3,38.7,87.32443,6.21729,2.1,1.2,16.5,0.828,47,278.5792093,58.20000076,34.20000076,154602,6.2,58.34623973,8.97,42.70719,18.3933,14.78078,20.26316,6.05054389782687,-1.52979752935173,-0.233149108258702,-0.830886640684761,5.73703308059381e-003,-0.169970650564359,2
BOL,Bolivia,-0.868842700511782,-1.69052596386978,90.5,43.5,34.711929,42,22.3,83.7,2.078424962,39.02,99.18483,7.03755,3.3,0.3,38.4,0.473,187,208.7841942,70.59999847,38.09999847,5145858,15.9,64.55646168,11.65,8.51059,16.53544,19.4118,22.47714,-1.04154571665363,1.01120548925349,1.5979610272906,0.299802167726361,-0.44916091968339,-0.162094454098132,2
BRA,Brazil,-0.74386007589141,0.28550970135338,99.5,22.3,129.2533223,43.6,13.1,69.2,2.705457549,57.6,98.60084,5.91432,9.45344827586207,2.71460674157303,16.4,1.891,52,947.427696,65,36,109842906,5,45.14288857,15.23,14.02283,18.45293,15.73995,19.93826,-0.745792609998214,0.356691369787655,1.36402839754849,3.821497623246e-003,-8.65451974623613e-002,-8.49936048794689e-002,2
CHL,Chile,-0.380080889064449,-1.59025069472112,99.6,9,56.57921082,30,22.1,28.9,4.906070468,72.35,99.02377,4.55744,9.45344827586207,0.3,8.1,1.026,20,1137.356265,58,57,8745002,5,45.26989594,5.98,21.79331,20.99118,21.00627,14.97998,3.0436700450227,8.0358130120806e-002,1.75648440702497,0.22540039025843,-0.613585448477286,0.72988011737925,2
CHN,China,-3.09078103996795,-1.69131195321721,100,25.2,55.03088811,143.2,53.4,67.8,4.548804854,49.3,99.7444,1.89593,9.45344827586207,2.71460674157303,10.7,1.94,89,419.7342406,68,36.7028846604423,806498521,9.3,35.84650547,9.02,43.00692,13.42238,17.50026,19.48791,-1.20912179097266,0.826530187438297,1.71665419405393,0.303936406377321,9.15649123070078e-002,-7.5350637754891e-002,2
COL,Colombia,-0.63007550603871,-0.306529396759794,97,13.1,40.56807911,102,20.8,69.7,3.64999392,52.57,98.23029,4.6708,0.2,0.4,15.9,1.471,39,569.1852903,60.70000076,42.59999847,24290685,8.8,45.90394031,4.87,15.42489,26.27563,21.90267,17.35012,1.08301047241585,1.07521326345711,1.50618466771232,7.03624586310489e-002,-1.17038182972712,0.699301969446548,2
CRI,Costa Rica,-0.91233933978649,0.208149388975912,99.5,5.5,77.11152043,45,13.3,58,3.137591084,49.41,99.2196,4.89459,9.45344827586207,0.3,9.7,1.113,14,970.002032,57.79999924,21.79999924,2316957,5,45.55770535,4.57,13.37319,14.40018,14.28597,11.86698,0.113379911075826,-0.302369391524537,1.77269068052814,0.290573422986875,0.681153015895063,0.469119456582886,2
DOM,Dominican Republic,-0.945223938278204,0.205560542216564,98,12.1,33.40007477,82,11.8,42.4,4.518985402,49.58,97.26311,2.05124,0.6,1,30.9,1.49,73,268.9943173,55.09999847,34.20000076,4710194,12.3,58.14265105,6.22,21.75269,24.46519,19.85137,26.20872,-0.557290600249504,0.375153173877205,1.23811276077291,-0.132826283788186,-1.19596221787796,-0.274667559159171,2
